"Year","SoilType","Population","PlotRow","PlotColumn","Edge","Plot_Rep","Surv_flr","Num_flrs","Num_frts","Numfruits_collected","Num_seeds"
"2013","Serp","SerpPop","D",22,"Non-edge",1,1,2,2,1,4
"2013","Serp","SandPop","D",23,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","E",1,"Edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","E",5,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","E",6,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","E",9,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","E",12,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","E",13,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","E",17,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","E",20,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","F",1,"Edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","F",4,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","F",6,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","F",9,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","F",11,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","F",13,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","F",16,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","F",17,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","F",19,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","F",20,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","F",22,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","F",23,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","G",1,"Edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","G",5,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","G",8,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","G",10,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","G",11,"Non-edge",1,1,NA,NA,NA,NA
"2013","Serp","SandPop","G",13,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","G",14,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","G",17,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","G",19,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","G",20,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","G",21,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","G",23,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","G",24,"Edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","H",4,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","H",5,"Non-edge",1,1,1,1,NA,NA
"2013","Serp","SerpPop","H",6,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","H",7,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","H",8,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","H",9,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","H",10,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","H",11,"Non-edge",1,1,1,1,1,5
"2013","Serp","SandPop","H",12,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","H",14,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","H",15,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","H",16,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","H",18,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","H",19,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","H",20,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","H",21,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","H",22,"Non-edge",1,1,1,1,NA,NA
"2013","Serp","SerpPop","H",24,"Edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","I",1,"Edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","I",2,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","I",5,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","I",7,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","I",9,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","I",10,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","I",13,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","I",17,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","I",18,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","I",19,"Non-edge",1,1,1,1,1,5
"2013","Serp","SerpPop","I",23,"Non-edge",1,1,1,0,NA,NA
"2013","Serp","SerpPop","I",24,"Edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","J",1,"Edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","J",3,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","J",5,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","J",7,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","J",9,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","J",10,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","J",12,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","J",13,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","J",14,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","J",15,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","J",16,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","J",17,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","J",18,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","J",20,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","J",22,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","J",24,"Edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","K",1,"Edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","K",2,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","K",3,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","K",6,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","K",13,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","K",16,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","K",19,"Non-edge",1,1,2,1,1,4
"2013","Serp","SerpPop","K",20,"Non-edge",1,1,5,3,1,2
"2013","Serp","SandPop","K",21,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","K",22,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","L",1,"Edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","L",3,"Non-edge",1,1,1,1,1,4
"2013","Serp","SerpPop","L",5,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","L",8,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","L",10,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","L",11,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","L",12,"Non-edge",1,1,2,1,1,6
"2013","Serp","SerpPop","L",13,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","L",14,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","L",17,"Non-edge",1,1,1,0,NA,NA
"2013","Serp","SerpPop","L",20,"Non-edge",1,1,2,1,1,6
"2013","Serp","SandPop","L",23,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","L",24,"Edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","AA",2,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","AA",3,"Non-edge",1,1,NA,NA,NA,NA
"2013","Serp","SerpPop","AA",4,"Non-edge",1,1,3,1,NA,NA
"2013","Serp","SerpPop","AA",6,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","AA",10,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","AA",12,"Non-edge",1,1,NA,NA,NA,NA
"2013","Serp","SerpPop","AA",13,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","AA",16,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","AA",19,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","AA",20,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","AA",22,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","AA",23,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","BB",2,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","BB",3,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","BB",6,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","BB",7,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","BB",9,"Non-edge",1,1,2,1,NA,NA
"2013","Serp","SerpPop","BB",12,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","BB",13,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","BB",14,"Non-edge",1,1,2,1,NA,NA
"2013","Serp","SerpPop","BB",17,"Non-edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","BB",20,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","BB",21,"Non-edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","BB",24,"Edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","CC",2,"Edge",1,1,1,1,1,2
"2013","Serp","SandPop","CC",3,"Edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","CC",4,"Edge",1,0,0,0,NA,NA
"2013","Serp","SandPop","CC",6,"Edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","CC",7,"Edge",1,0,0,0,NA,NA
"2013","Serp","SerpPop","CC",9,"Edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","CC",11,"Edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","CC",12,"Edge",1,NA,NA,NA,NA,NA
"2013","Serp","SandPop","CC",13,"Edge",1,NA,NA,NA,NA,NA
"2013","Serp","SerpPop","CC",14,"Edge",1,NA,NA,NA,NA,NA
"2012","Sand","SerpPop","A",4,"Edge",1,1,6,4,3,23
"2012","Sand","SerpPop","A",21,"Edge",1,0,0,0,NA,NA
"2012","Sand","SandPop","B",4,"Non-edge",1,1,11,6,NA,NA
"2012","Sand","SerpPop","B",6,"Non-edge",1,1,4,3,3,10
"2012","Sand","SerpPop","B",8,"Non-edge",1,1,2,2,NA,NA
"2012","Sand","SerpPop","B",11,"Non-edge",1,1,2,1,1,3
"2012","Sand","SerpPop","B",12,"Non-edge",1,1,2,2,NA,NA
"2012","Sand","SerpPop","B",16,"Non-edge",1,1,4,3,3,5
"2012","Sand","SerpPop","B",19,"Non-edge",1,NA,NA,NA,NA,NA
"2012","Sand","SerpPop","B",20,"Non-edge",1,1,2,2,NA,NA
"2012","Sand","SerpPop","B",24,"Edge",1,1,4,2,2,8
"2012","Sand","SerpPop","C",2,"Non-edge",1,1,7,5,3,26
"2012","Sand","SerpPop","C",6,"Non-edge",1,1,6,5,4,7
"2012","Sand","SerpPop","C",8,"Non-edge",1,1,5,3,NA,NA
"2012","Sand","SandPop","C",10,"Non-edge",1,1,5,1,NA,NA
"2012","Sand","SerpPop","C",15,"Non-edge",1,1,7,4,3,25
"2012","Sand","SerpPop","C",18,"Non-edge",1,1,11,9,NA,NA
"2012","Sand","SerpPop","C",24,"Edge",1,1,6,1,NA,NA
"2012","Sand","SerpPop","D",5,"Non-edge",1,1,3,2,1,11
"2012","Sand","SerpPop","D",6,"Non-edge",1,1,4,3,1,1
"2012","Sand","SerpPop","D",12,"Non-edge",1,1,2,2,NA,NA
"2012","Sand","SandPop","D",22,"Non-edge",1,1,22,18,NA,NA
"2012","Sand","SerpPop","E",2,"Non-edge",1,1,4,2,2,8
"2012","Sand","SandPop","E",3,"Non-edge",1,1,4,3,NA,NA
"2012","Sand","SerpPop","E",6,"Non-edge",1,1,4,4,NA,NA
"2012","Sand","SerpPop","E",7,"Non-edge",1,1,8,7,3,15
"2012","Sand","SerpPop","E",8,"Non-edge",1,1,10,8,1,2
"2012","Sand","SerpPop","E",14,"Non-edge",1,1,7,7,2,8
"2012","Sand","SerpPop","E",17,"Non-edge",1,1,3,2,NA,NA
"2012","Sand","SerpPop","E",21,"Non-edge",1,1,11,8,2,7
"2012","Sand","SerpPop","F",3,"Non-edge",1,1,3,2,1,8
"2012","Sand","SerpPop","F",4,"Non-edge",1,1,6,6,2,8
"2012","Sand","SerpPop","F",8,"Non-edge",1,1,6,4,1,6
"2012","Sand","SerpPop","F",16,"Non-edge",1,1,2,1,1,4
"2012","Sand","SerpPop","G",5,"Non-edge",1,1,3,3,1,2
"2012","Sand","SerpPop","G",6,"Non-edge",1,0,0,0,NA,NA
"2012","Sand","SerpPop","G",8,"Non-edge",1,1,6,5,4,28
"2012","Sand","SandPop","G",11,"Non-edge",1,0,0,0,NA,NA
"2012","Sand","SerpPop","G",14,"Non-edge",1,1,8,7,3,3
"2012","Sand","SerpPop","G",20,"Non-edge",1,1,6,3,NA,NA
"2012","Sand","SerpPop","G",24,"Edge",1,1,2,2,1,4
"2012","Sand","SandPop","H",5,"Non-edge",1,1,17,9,NA,NA
"2012","Sand","SerpPop","H",15,"Non-edge",1,1,11,10,5,21
"2012","Sand","SerpPop","H",24,"Edge",1,1,6,5,5,12
"2012","Sand","SerpPop","I",14,"Non-edge",1,1,12,11,2,14
"2012","Sand","SerpPop","I",15,"Non-edge",1,1,2,2,1,4
"2012","Sand","SerpPop","I",22,"Non-edge",1,1,5,4,4,26
"2012","Sand","SandPop","J",1,"Edge",1,0,0,0,NA,NA
"2012","Sand","SerpPop","J",15,"Non-edge",1,1,21,19,NA,NA
"2012","Sand","SerpPop","J",21,"Non-edge",1,1,3,2,NA,NA
"2012","Sand","SandPop","K",16,"Non-edge",1,1,29,16,NA,NA
"2012","Sand","SandPop","L",15,"Edge",1,1,40,23,NA,NA
"2012","Sand","SerpPop","L",24,"Edge",1,1,16,2,1,1
"2012","Serp","SerpPop","A",9,"Edge",1,0,0,0,NA,NA
"2012","Serp","SandPop","A",12,"Edge",1,0,0,0,NA,NA
"2012","Serp","SandPop","A",13,"Edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","A",19,"Edge",1,NA,NA,NA,NA,NA
"2012","Serp","SerpPop","B",11,"Non-edge",1,NA,NA,NA,NA,NA
"2012","Serp","SerpPop","B",16,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","C",1,"Edge",1,1,2,2,2,7
"2012","Serp","SerpPop","C",12,"Non-edge",1,1,4,3,3,4
"2012","Serp","SerpPop","C",18,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SandPop","C",21,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","C",22,"Non-edge",1,1,1,1,NA,NA
"2012","Serp","SerpPop","D",3,"Non-edge",1,1,1,1,NA,NA
"2012","Serp","SandPop","D",15,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","D",19,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","E",8,"Non-edge",1,1,4,3,3,7
"2012","Serp","SerpPop","E",14,"Non-edge",1,1,1,1,NA,NA
"2012","Serp","SerpPop","E",17,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SandPop","E",24,"Edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","F",8,"Non-edge",1,1,NA,NA,NA,NA
"2012","Serp","SerpPop","F",9,"Non-edge",1,1,3,1,1,5
"2012","Serp","SerpPop","F",10,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","F",20,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SandPop","F",22,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","F",23,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","G",12,"Non-edge",1,1,2,2,2,13
"2012","Serp","SerpPop","G",17,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","H",5,"Non-edge",1,NA,NA,NA,NA,NA
"2012","Serp","SerpPop","H",7,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SandPop","H",11,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","H",19,"Non-edge",1,1,NA,NA,NA,NA
"2012","Serp","SerpPop","H",24,"Edge",1,1,NA,NA,NA,NA
"2012","Serp","SerpPop","I",2,"Non-edge",1,1,NA,NA,NA,NA
"2012","Serp","SerpPop","I",7,"Non-edge",1,1,NA,NA,NA,NA
"2012","Serp","SandPop","I",17,"Non-edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","I",22,"Non-edge",1,1,NA,NA,NA,NA
"2012","Serp","SerpPop","I",24,"Edge",1,1,NA,NA,NA,NA
"2012","Serp","SerpPop","J",7,"Non-edge",1,1,2,2,NA,NA
"2012","Serp","SerpPop","J",10,"Non-edge",1,1,3,3,NA,NA
"2012","Serp","SerpPop","J",13,"Non-edge",1,1,4,3,3,8
"2012","Serp","SerpPop","J",22,"Non-edge",1,1,NA,NA,NA,NA
"2012","Serp","SerpPop","J",23,"Non-edge",1,1,NA,NA,NA,NA
"2012","Serp","SandPop","K",4,"Non-edge",1,NA,NA,NA,NA,NA
"2012","Serp","SandPop","L",1,"Edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","L",5,"Edge",1,1,NA,NA,NA,NA
"2012","Serp","SandPop","L",7,"Edge",1,0,0,0,NA,NA
"2012","Serp","SerpPop","L",18,"Edge",1,1,NA,NA,NA,NA
"2012","Serp","SerpPop","L",21,"Edge",1,1,4,3,2,13
"2012","Serp","SerpPop","L",22,"Edge",1,1,NA,NA,NA,NA
